Fecha,Edad,Cantidad
2021-04-18,65 años,331
2021-04-18,66 años,332
2021-04-18,67 años,287
2021-04-18,68 años,299
2021-04-18,69 años,286
2021-04-18,70 años,272
2021-04-18,71 años,1326
2021-04-18,72 años,1430
2021-04-18,73 años,1296
2021-04-18,74 años,1234
2021-04-18,75 años,1207
2021-04-18,76 años,1168
2021-04-18,77 años,1048
2021-04-18,78 años,988
2021-04-18,79 años,860
2021-04-18,80 años,78
2021-04-18,81 años,40
2021-04-18,82 años,32
2021-04-18,83 años,24
2021-04-18,84 años,23
2021-04-18,85 años,21
2021-04-18,86 años,23
2021-04-18,87 años,19
2021-04-18,88 años,12
2021-04-18,89 años,18
2021-04-18,90 años,11
2021-04-18,91 años,7
2021-04-18,92 años,16
2021-04-18,93 años,10
2021-04-18,94 años,9
2021-04-18,95 años,7
2021-04-18,96 años,3
2021-04-18,97 años,3
2021-04-18,98 años,3
2021-04-18,No Definido,3
2021-04-19,18 años,30
2021-04-19,19 años,53
2021-04-19,20 años,75
2021-04-19,21 años,74
2021-04-19,22 años,91
2021-04-19,23 años,89
2021-04-19,24 años,88
2021-04-19,25 años,115
2021-04-19,26 años,127
2021-04-19,27 años,105
2021-04-19,28 años,117
2021-04-19,29 años,118
2021-04-19,30 años,134
2021-04-19,31 años,140
2021-04-19,32 años,163
2021-04-19,33 años,120
2021-04-19,34 años,141
2021-04-19,35 años,150
2021-04-19,36 años,145
2021-04-19,37 años,146
2021-04-19,38 años,145
2021-04-19,39 años,138
2021-04-19,40 años,140
2021-04-19,41 años,133
2021-04-19,42 años,138
2021-04-19,43 años,134
2021-04-19,44 años,165
2021-04-19,45 años,157
2021-04-19,46 años,121
2021-04-19,47 años,136
2021-04-19,48 años,119
2021-04-19,49 años,126
2021-04-19,50 años,966
2021-04-19,51 años,1126
2021-04-19,52 años,1136
2021-04-19,53 años,1105
2021-04-19,54 años,1166
2021-04-19,55 años,564
2021-04-19,56 años,486
2021-04-19,57 años,506
2021-04-19,58 años,504
2021-04-19,59 años,536
2021-04-19,60 años,1338
2021-04-19,61 años,1409
2021-04-19,62 años,1405
2021-04-19,63 años,1435
2021-04-19,64 años,1348
2021-04-19,65 años,1353
2021-04-19,66 años,1344
2021-04-19,67 años,1277
2021-04-19,68 años,1278
2021-04-19,69 años,1266
2021-04-19,70 años,1121
2021-04-19,71 años,398
2021-04-19,72 años,341
2021-04-19,73 años,319
2021-04-19,74 años,297
2021-04-19,75 años,319
2021-04-19,76 años,276
2021-04-19,77 años,264
2021-04-19,78 años,268
2021-04-19,79 años,283
2021-04-19,80 años,861
2021-04-19,81 años,866
2021-04-19,82 años,790
2021-04-19,83 años,678
2021-04-19,84 años,683
2021-04-19,85 años,571
2021-04-19,86 años,549
2021-04-19,87 años,449
2021-04-19,88 años,437
2021-04-19,89 años,331
2021-04-19,90 años,284
2021-04-19,91 años,246
2021-04-19,92 años,164
2021-04-19,93 años,141
2021-04-19,94 años,100
2021-04-19,95 años,87
2021-04-19,96 años,53
2021-04-19,97 años,33
2021-04-19,98 años,29
2021-04-19,99 años,15
2021-04-19,107 años,12
2021-04-19,No Definido,23
2021-04-20,4 meses,1
2021-04-20,3 años,1
2021-04-20,5 años,1
2021-04-20,6 años,1
2021-04-20,18 años,50
2021-04-20,19 años,99
2021-04-20,20 años,91
2021-04-20,21 años,114
2021-04-20,22 años,166
2021-04-20,23 años,140
2021-04-20,24 años,146
2021-04-20,25 años,139
2021-04-20,26 años,148
2021-04-20,27 años,152
2021-04-20,28 años,162
2021-04-20,29 años,172
2021-04-20,30 años,171
2021-04-20,31 años,177
2021-04-20,32 años,180
2021-04-20,33 años,160
2021-04-20,34 años,155
2021-04-20,35 años,174
2021-04-20,36 años,163
2021-04-20,37 años,162
2021-04-20,38 años,209
2021-04-20,39 años,178
2021-04-20,40 años,163
2021-04-20,41 años,240
2021-04-20,42 años,246
2021-04-20,43 años,256
2021-04-20,44 años,253
2021-04-20,45 años,253
2021-04-20,46 años,224
2021-04-20,47 años,241
2021-04-20,48 años,233
2021-04-20,49 años,249
2021-04-20,50 años,935
2021-04-20,51 años,1261
2021-04-20,52 años,1253
2021-04-20,53 años,1177
2021-04-20,54 años,1232
2021-04-20,55 años,680
2021-04-20,56 años,608
2021-04-20,57 años,625
2021-04-20,58 años,605
2021-04-20,59 años,610
2021-04-20,60 años,1284
2021-04-20,61 años,1346
2021-04-20,62 años,1365
2021-04-20,63 años,1310
2021-04-20,64 años,1301
2021-04-20,65 años,1412
2021-04-20,66 años,1259
2021-04-20,67 años,1223
2021-04-20,68 años,1122
2021-04-20,69 años,1097
2021-04-20,70 años,1062
2021-04-20,71 años,380
2021-04-20,72 años,315
2021-04-20,73 años,308
2021-04-20,74 años,319
2021-04-20,75 años,297
2021-04-20,76 años,273
2021-04-20,77 años,279
2021-04-20,78 años,265
2021-04-20,79 años,262
2021-04-20,80 años,790
2021-04-20,81 años,857
2021-04-20,82 años,758
2021-04-20,83 años,633
2021-04-20,84 años,624
2021-04-20,85 años,569
2021-04-20,86 años,519
2021-04-20,87 años,456
2021-04-20,88 años,429
2021-04-20,89 años,363
2021-04-20,90 años,303
2021-04-20,91 años,218
2021-04-20,92 años,190
2021-04-20,93 años,123
2021-04-20,94 años,88
2021-04-20,95 años,91
2021-04-20,96 años,53
2021-04-20,97 años,37
2021-04-20,98 años,33
2021-04-20,99 años,16
2021-04-20,107 años,8
2021-04-20,No Definido,31
2021-04-21,> 21 meses y <= 2 años,1
2021-04-21,3 años,1
2021-04-21,18 años,133
2021-04-21,19 años,173
2021-04-21,20 años,178
2021-04-21,21 años,202
2021-04-21,22 años,223
2021-04-21,23 años,211
2021-04-21,24 años,226
2021-04-21,25 años,210
2021-04-21,26 años,213
2021-04-21,27 años,175
2021-04-21,28 años,181
2021-04-21,29 años,215
2021-04-21,30 años,224
2021-04-21,31 años,259
2021-04-21,32 años,277
2021-04-21,33 años,292
2021-04-21,34 años,280
2021-04-21,35 años,258
2021-04-21,36 años,276
2021-04-21,37 años,250
2021-04-21,38 años,272
2021-04-21,39 años,258
2021-04-21,40 años,287
2021-04-21,41 años,399
2021-04-21,42 años,413
2021-04-21,43 años,405
2021-04-21,44 años,388
2021-04-21,45 años,428
2021-04-21,46 años,371
2021-04-21,47 años,385
2021-04-21,48 años,361
2021-04-21,49 años,381
2021-04-21,50 años,1048
2021-04-21,51 años,1200
2021-04-21,52 años,1205
2021-04-21,53 años,1142
2021-04-21,54 años,1162
2021-04-21,55 años,621
2021-04-21,56 años,570
2021-04-21,57 años,597
2021-04-21,58 años,584
2021-04-21,59 años,571
2021-04-21,60 años,1332
2021-04-21,61 años,1357
2021-04-21,62 años,1371
2021-04-21,63 años,1392
2021-04-21,64 años,1379
2021-04-21,65 años,1334
2021-04-21,66 años,1337
2021-04-21,67 años,1206
2021-04-21,68 años,1158
2021-04-21,69 años,1094
2021-04-21,70 años,1061
2021-04-21,71 años,369
2021-04-21,72 años,278
2021-04-21,73 años,253
2021-04-21,74 años,242
2021-04-21,75 años,246
2021-04-21,76 años,253
2021-04-21,77 años,206
2021-04-21,78 años,198
2021-04-21,79 años,200
2021-04-21,80 años,767
2021-04-21,81 años,784
2021-04-21,82 años,730
2021-04-21,83 años,661
2021-04-21,84 años,552
2021-04-21,85 años,525
2021-04-21,86 años,448
2021-04-21,87 años,419
2021-04-21,88 años,361
2021-04-21,89 años,332
2021-04-21,90 años,215
2021-04-21,91 años,163
2021-04-21,92 años,135
2021-04-21,93 años,112
2021-04-21,94 años,59
2021-04-21,95 años,62
2021-04-21,96 años,42
2021-04-21,97 años,38
2021-04-21,98 años,18
2021-04-21,99 años,9
2021-04-21,107 años,10
2021-04-21,No Definido,16
2021-04-22,15 años,1
2021-04-22,18 años,188
2021-04-22,19 años,193
2021-04-22,20 años,226
2021-04-22,21 años,220
2021-04-22,22 años,226
2021-04-22,23 años,256
2021-04-22,24 años,241
2021-04-22,25 años,296
2021-04-22,26 años,248
2021-04-22,27 años,242
2021-04-22,28 años,255
2021-04-22,29 años,230
2021-04-22,30 años,281
2021-04-22,31 años,344
2021-04-22,32 años,325
2021-04-22,33 años,302
2021-04-22,34 años,347
2021-04-22,35 años,324
2021-04-22,36 años,340
2021-04-22,37 años,326
2021-04-22,38 años,357
2021-04-22,39 años,294
2021-04-22,40 años,361
2021-04-22,41 años,421
2021-04-22,42 años,445
2021-04-22,43 años,429
2021-04-22,44 años,411
2021-04-22,45 años,432
2021-04-22,46 años,403
2021-04-22,47 años,402
2021-04-22,48 años,395
2021-04-22,49 años,424
2021-04-22,50 años,1349
2021-04-22,51 años,1610
2021-04-22,52 años,1516
2021-04-22,53 años,1533
2021-04-22,54 años,1536
2021-04-22,55 años,752
2021-04-22,56 años,626
2021-04-22,57 años,588
2021-04-22,58 años,701
2021-04-22,59 años,670
2021-04-22,60 años,1761
2021-04-22,61 años,1838
2021-04-22,62 años,1786
2021-04-22,63 años,1856
2021-04-22,64 años,1826
2021-04-22,65 años,1866
2021-04-22,66 años,1707
2021-04-22,67 años,1577
2021-04-22,68 años,1534
2021-04-22,69 años,1557
2021-04-22,70 años,1437
2021-04-22,71 años,455
2021-04-22,72 años,370
2021-04-22,73 años,343
2021-04-22,74 años,376
2021-04-22,75 años,309
2021-04-22,76 años,349
2021-04-22,77 años,264
2021-04-22,78 años,267
2021-04-22,79 años,260
2021-04-22,80 años,783
2021-04-22,81 años,773
2021-04-22,82 años,695
2021-04-22,83 años,626
2021-04-22,84 años,614
2021-04-22,85 años,491
2021-04-22,86 años,446
2021-04-22,87 años,397
2021-04-22,88 años,376
2021-04-22,89 años,292
2021-04-22,90 años,261
2021-04-22,91 años,172
2021-04-22,92 años,128
2021-04-22,93 años,99
2021-04-22,94 años,67
2021-04-22,95 años,46
2021-04-22,96 años,45
2021-04-22,97 años,16
2021-04-22,98 años,19
2021-04-22,99 años,7
2021-04-22,107 años,4
2021-04-22,No Definido,11
2021-04-23,4 meses,1
2021-04-23,4 años,1
2021-04-23,17 años,1
2021-04-23,18 años,190
2021-04-23,19 años,240
2021-04-23,20 años,204
2021-04-23,21 años,260
2021-04-23,22 años,255
2021-04-23,23 años,276
2021-04-23,24 años,260
2021-04-23,25 años,260
2021-04-23,26 años,263
2021-04-23,27 años,274
2021-04-23,28 años,262
2021-04-23,29 años,283
2021-04-23,30 años,256
2021-04-23,31 años,334
2021-04-23,32 años,343
2021-04-23,33 años,351
2021-04-23,34 años,355
2021-04-23,35 años,376
2021-04-23,36 años,333
2021-04-23,37 años,344
2021-04-23,38 años,389
2021-04-23,39 años,405
2021-04-23,40 años,345
2021-04-23,41 años,455
2021-04-23,42 años,485
2021-04-23,43 años,464
2021-04-23,44 años,464
2021-04-23,45 años,493
2021-04-23,46 años,462
2021-04-23,47 años,407
2021-04-23,48 años,519
2021-04-23,49 años,514
2021-04-23,50 años,1259
2021-04-23,51 años,1452
2021-04-23,52 años,1497
2021-04-23,53 años,1448
2021-04-23,54 años,1466
2021-04-23,55 años,767
2021-04-23,56 años,678
2021-04-23,57 años,685
2021-04-23,58 años,692
2021-04-23,59 años,688
2021-04-23,60 años,1575
2021-04-23,61 años,1619
2021-04-23,62 años,1567
2021-04-23,63 años,1667
2021-04-23,64 años,1668
2021-04-23,65 años,1576
2021-04-23,66 años,1556
2021-04-23,67 años,1437
2021-04-23,68 años,1395
2021-04-23,69 años,1300
2021-04-23,70 años,1223
2021-04-23,71 años,729
2021-04-23,72 años,690
2021-04-23,73 años,636
2021-04-23,74 años,619
2021-04-23,75 años,647
2021-04-23,76 años,549
2021-04-23,77 años,510
2021-04-23,78 años,490
2021-04-23,79 años,489
2021-04-23,80 años,835
2021-04-23,81 años,774
2021-04-23,82 años,703
2021-04-23,83 años,593
2021-04-23,84 años,554
2021-04-23,85 años,495
2021-04-23,86 años,422
2021-04-23,87 años,392
2021-04-23,88 años,332
2021-04-23,89 años,302
2021-04-23,90 años,204
2021-04-23,91 años,155
2021-04-23,92 años,128
2021-04-23,93 años,93
2021-04-23,94 años,84
2021-04-23,95 años,49
2021-04-23,96 años,28
2021-04-23,97 años,23
2021-04-23,98 años,16
2021-04-23,99 años,7
2021-04-23,107 años,2
2021-04-23,No Definido,16
2021-04-24,18 años,37
2021-04-24,19 años,38
2021-04-24,20 años,47
2021-04-24,21 años,52
2021-04-24,22 años,60
2021-04-24,23 años,55
2021-04-24,24 años,77
2021-04-24,25 años,67
2021-04-24,26 años,61
2021-04-24,27 años,61
2021-04-24,28 años,53
2021-04-24,29 años,59
2021-04-24,30 años,58
2021-04-24,31 años,76
2021-04-24,32 años,54
2021-04-24,33 años,59
2021-04-24,34 años,71
2021-04-24,35 años,68
2021-04-24,36 años,72
2021-04-24,37 años,84
2021-04-24,38 años,71
2021-04-24,39 años,75
2021-04-24,40 años,73
2021-04-24,41 años,92
2021-04-24,42 años,70
2021-04-24,43 años,68
2021-04-24,44 años,84
2021-04-24,45 años,84
2021-04-24,46 años,79
2021-04-24,47 años,69
2021-04-24,48 años,69
2021-04-24,49 años,87
2021-04-24,50 años,417
2021-04-24,51 años,629
2021-04-24,52 años,620
2021-04-24,53 años,646
2021-04-24,54 años,601
2021-04-24,55 años,324
2021-04-24,56 años,312
2021-04-24,57 años,334
2021-04-24,58 años,301
2021-04-24,59 años,320
2021-04-24,60 años,694
2021-04-24,61 años,617
2021-04-24,62 años,609
2021-04-24,63 años,525
2021-04-24,64 años,587
2021-04-24,65 años,586
2021-04-24,66 años,561
2021-04-24,67 años,480
2021-04-24,68 años,522
2021-04-24,69 años,469
2021-04-24,70 años,495
2021-04-24,71 años,769
2021-04-24,72 años,800
2021-04-24,73 años,781
2021-04-24,74 años,764
2021-04-24,75 años,734
2021-04-24,76 años,667
2021-04-24,77 años,574
2021-04-24,78 años,572
2021-04-24,79 años,550
2021-04-24,80 años,291
2021-04-24,81 años,292
2021-04-24,82 años,260
2021-04-24,83 años,212
2021-04-24,84 años,222
2021-04-24,85 años,199
2021-04-24,86 años,177
2021-04-24,87 años,165
2021-04-24,88 años,132
2021-04-24,89 años,118
2021-04-24,90 años,96
2021-04-24,91 años,73
2021-04-24,92 años,56
2021-04-24,93 años,32
2021-04-24,94 años,30
2021-04-24,95 años,15
2021-04-24,96 años,13
2021-04-24,97 años,10
2021-04-24,98 años,5
2021-04-24,99 años,2
2021-04-24,107 años,2
2021-04-24,No Definido,8
2021-04-25,26 años,1
2021-04-25,29 años,1
2021-04-25,31 años,1
2021-04-25,32 años,1
2021-04-25,33 años,1
2021-04-25,35 años,1
2021-04-25,37 años,1
2021-04-25,38 años,1
2021-04-25,41 años,1
2021-04-25,42 años,3
2021-04-25,45 años,1
2021-04-25,46 años,1
2021-04-25,47 años,1
2021-04-25,51 años,51
2021-04-25,52 años,49
2021-04-25,53 años,50
2021-04-25,54 años,33
2021-04-25,55 años,39
2021-04-25,56 años,40
2021-04-25,57 años,35
2021-04-25,58 años,40
2021-04-25,59 años,28
2021-04-25,60 años,42
2021-04-25,61 años,9
2021-04-25,62 años,10
2021-04-25,63 años,7
2021-04-25,64 años,11
2021-04-25,65 años,10
2021-04-25,66 años,6
2021-04-25,67 años,11
2021-04-25,68 años,8
2021-04-25,69 años,5
2021-04-25,70 años,7
2021-04-26,4 meses,1
2021-04-26,> 21 meses y <= 2 años,1
2021-04-26,3 años,1
2021-04-26,14 años,1
2021-04-26,18 años,509
2021-04-26,19 años,613
2021-04-26,20 años,663
2021-04-26,21 años,734
2021-04-26,22 años,743
2021-04-26,23 años,744
2021-04-26,24 años,732
2021-04-26,25 años,696
2021-04-26,26 años,722
2021-04-26,27 años,700
2021-04-26,28 años,699
2021-04-26,29 años,767
2021-04-26,30 años,807
2021-04-26,31 años,796
2021-04-26,32 años,836
2021-04-26,33 años,803
2021-04-26,34 años,828
2021-04-26,35 años,834
2021-04-26,36 años,836
2021-04-26,37 años,799
2021-04-26,38 años,849
2021-04-26,39 años,788
2021-04-26,40 años,781
2021-04-26,41 años,839
2021-04-26,42 años,793
2021-04-26,43 años,837
2021-04-26,44 años,795
2021-04-26,45 años,808
2021-04-26,46 años,774
2021-04-26,47 años,741
2021-04-26,48 años,808
2021-04-26,49 años,773
2021-04-26,50 años,385
2021-04-26,51 años,605
2021-04-26,52 años,529
2021-04-26,53 años,586
2021-04-26,54 años,495
2021-04-26,55 años,340
2021-04-26,56 años,341
2021-04-26,57 años,354
2021-04-26,58 años,373
2021-04-26,59 años,332
2021-04-26,60 años,551
2021-04-26,61 años,575
2021-04-26,62 años,467
2021-04-26,63 años,501
2021-04-26,64 años,494
2021-04-26,65 años,472
2021-04-26,66 años,437
2021-04-26,67 años,403
2021-04-26,68 años,373
2021-04-26,69 años,390
2021-04-26,70 años,365
2021-04-26,71 años,556
2021-04-26,72 años,585
2021-04-26,73 años,556
2021-04-26,74 años,599
2021-04-26,75 años,518
2021-04-26,76 años,480
2021-04-26,77 años,458
2021-04-26,78 años,429
2021-04-26,79 años,433
2021-04-26,80 años,786
2021-04-26,81 años,758
2021-04-26,82 años,699
2021-04-26,83 años,587
2021-04-26,84 años,592
2021-04-26,85 años,480
2021-04-26,86 años,432
2021-04-26,87 años,379
2021-04-26,88 años,349
2021-04-26,89 años,240
2021-04-26,90 años,247
2021-04-26,91 años,196
2021-04-26,92 años,122
2021-04-26,93 años,92
2021-04-26,94 años,74
2021-04-26,95 años,40
2021-04-26,96 años,30
2021-04-26,97 años,21
2021-04-26,98 años,12
2021-04-26,99 años,8
2021-04-26,107 años,4
2021-04-26,No Definido,12
2021-04-27,4 meses,2
2021-04-27,> 18 meses y <= 21 meses,1
2021-04-27,3 años,2
2021-04-27,17 años,1
2021-04-27,18 años,546
2021-04-27,19 años,689
2021-04-27,20 años,726
2021-04-27,21 años,789
2021-04-27,22 años,740
2021-04-27,23 años,820
2021-04-27,24 años,815
2021-04-27,25 años,695
2021-04-27,26 años,784
2021-04-27,27 años,786
2021-04-27,28 años,749
2021-04-27,29 años,752
2021-04-27,30 años,845
2021-04-27,31 años,812
2021-04-27,32 años,834
2021-04-27,33 años,835
2021-04-27,34 años,838
2021-04-27,35 años,868
2021-04-27,36 años,833
2021-04-27,37 años,847
2021-04-27,38 años,865
2021-04-27,39 años,837
2021-04-27,40 años,857
2021-04-27,41 años,864
2021-04-27,42 años,918
2021-04-27,43 años,874
2021-04-27,44 años,854
2021-04-27,45 años,851
2021-04-27,46 años,809
2021-04-27,47 años,787
2021-04-27,48 años,813
2021-04-27,49 años,804
2021-04-27,50 años,397
2021-04-27,51 años,591
2021-04-27,52 años,620
2021-04-27,53 años,562
2021-04-27,54 años,591
2021-04-27,55 años,438
2021-04-27,56 años,380
2021-04-27,57 años,392
2021-04-27,58 años,406
2021-04-27,59 años,375
2021-04-27,60 años,569
2021-04-27,61 años,402
2021-04-27,62 años,396
2021-04-27,63 años,395
2021-04-27,64 años,382
2021-04-27,65 años,351
2021-04-27,66 años,364
2021-04-27,67 años,339
2021-04-27,68 años,295
2021-04-27,69 años,291
2021-04-27,70 años,261
2021-04-27,71 años,518
2021-04-27,72 años,530
2021-04-27,73 años,488
2021-04-27,74 años,489
2021-04-27,75 años,473
2021-04-27,76 años,486
2021-04-27,77 años,433
2021-04-27,78 años,392
2021-04-27,79 años,396
2021-04-27,80 años,814
2021-04-27,81 años,744
2021-04-27,82 años,646
2021-04-27,83 años,554
2021-04-27,84 años,532
2021-04-27,85 años,483
2021-04-27,86 años,383
2021-04-27,87 años,357
2021-04-27,88 años,356
2021-04-27,89 años,257
2021-04-27,90 años,201
2021-04-27,91 años,154
2021-04-27,92 años,124
2021-04-27,93 años,79
2021-04-27,94 años,74
2021-04-27,95 años,40
2021-04-27,96 años,30
2021-04-27,97 años,12
2021-04-27,98 años,12
2021-04-27,99 años,4
2021-04-27,107 años,6
2021-04-27,No Definido,19
2021-04-28,4 meses,1
2021-04-28,> 18 meses y <= 21 meses,1
2021-04-28,> 21 meses y <= 2 años,1
2021-04-28,16 años,1
2021-04-28,18 años,540
2021-04-28,19 años,661
2021-04-28,20 años,740
2021-04-28,21 años,755
2021-04-28,22 años,714
2021-04-28,23 años,727
2021-04-28,24 años,733
2021-04-28,25 años,766
2021-04-28,26 años,726
2021-04-28,27 años,748
2021-04-28,28 años,696
2021-04-28,29 años,760
2021-04-28,30 años,785
2021-04-28,31 años,805
2021-04-28,32 años,778
2021-04-28,33 años,901
2021-04-28,34 años,839
2021-04-28,35 años,814
2021-04-28,36 años,816
2021-04-28,37 años,798
2021-04-28,38 años,818
2021-04-28,39 años,872
2021-04-28,40 años,776
2021-04-28,41 años,871
2021-04-28,42 años,875
2021-04-28,43 años,921
2021-04-28,44 años,926
2021-04-28,45 años,913
2021-04-28,46 años,847
2021-04-28,47 años,847
2021-04-28,48 años,823
2021-04-28,49 años,824
2021-04-28,50 años,445
2021-04-28,51 años,552
2021-04-28,52 años,556
2021-04-28,53 años,500
2021-04-28,54 años,493
2021-04-28,55 años,363
2021-04-28,56 años,339
2021-04-28,57 años,351
2021-04-28,58 años,370
2021-04-28,59 años,311
2021-04-28,60 años,452
2021-04-28,61 años,343
2021-04-28,62 años,381
2021-04-28,63 años,341
2021-04-28,64 años,377
2021-04-28,65 años,353
2021-04-28,66 años,323
2021-04-28,67 años,302
2021-04-28,68 años,331
2021-04-28,69 años,323
2021-04-28,70 años,295
2021-04-28,71 años,560
2021-04-28,72 años,593
2021-04-28,73 años,572
2021-04-28,74 años,533
2021-04-28,75 años,522
2021-04-28,76 años,490
2021-04-28,77 años,441
2021-04-28,78 años,469
2021-04-28,79 años,362
2021-04-28,80 años,753
2021-04-28,81 años,689
2021-04-28,82 años,644
2021-04-28,83 años,559
2021-04-28,84 años,562
2021-04-28,85 años,451
2021-04-28,86 años,391
2021-04-28,87 años,339
2021-04-28,88 años,304
2021-04-28,89 años,262
2021-04-28,90 años,192
2021-04-28,91 años,169
2021-04-28,92 años,103
2021-04-28,93 años,86
2021-04-28,94 años,74
2021-04-28,95 años,42
2021-04-28,96 años,39
2021-04-28,97 años,16
2021-04-28,98 años,8
2021-04-28,99 años,6
2021-04-28,107 años,5
2021-04-28,No Definido,8
2021-04-29,> 21 meses y <= 2 años,1
2021-04-29,16 años,1
2021-04-29,17 años,3
2021-04-29,18 años,653
2021-04-29,19 años,773
2021-04-29,20 años,772
2021-04-29,21 años,794
2021-04-29,22 años,719
2021-04-29,23 años,742
2021-04-29,24 años,777
2021-04-29,25 años,749
2021-04-29,26 años,766
2021-04-29,27 años,754
2021-04-29,28 años,774
2021-04-29,29 años,782
2021-04-29,30 años,857
2021-04-29,31 años,860
2021-04-29,32 años,869
2021-04-29,33 años,864
2021-04-29,34 años,878
2021-04-29,35 años,872
2021-04-29,36 años,856
2021-04-29,37 años,824
2021-04-29,38 años,838
2021-04-29,39 años,898
2021-04-29,40 años,827
2021-04-29,41 años,960
2021-04-29,42 años,988
2021-04-29,43 años,991
2021-04-29,44 años,987
2021-04-29,45 años,1023
2021-04-29,46 años,961
2021-04-29,47 años,934
2021-04-29,48 años,920
2021-04-29,49 años,907
2021-04-29,50 años,457
2021-04-29,51 años,541
2021-04-29,52 años,546
2021-04-29,53 años,523
2021-04-29,54 años,487
2021-04-29,55 años,337
2021-04-29,56 años,315
2021-04-29,57 años,354
2021-04-29,58 años,313
2021-04-29,59 años,309
2021-04-29,60 años,485
2021-04-29,61 años,369
2021-04-29,62 años,387
2021-04-29,63 años,337
2021-04-29,64 años,367
2021-04-29,65 años,372
2021-04-29,66 años,377
2021-04-29,67 años,304
2021-04-29,68 años,323
2021-04-29,69 años,304
2021-04-29,70 años,270
2021-04-29,71 años,646
2021-04-29,72 años,645
2021-04-29,73 años,682
2021-04-29,74 años,620
2021-04-29,75 años,597
2021-04-29,76 años,572
2021-04-29,77 años,492
2021-04-29,78 años,482
2021-04-29,79 años,457
2021-04-29,80 años,661
2021-04-29,81 años,590
2021-04-29,82 años,559
2021-04-29,83 años,467
2021-04-29,84 años,476
2021-04-29,85 años,407
2021-04-29,86 años,360
2021-04-29,87 años,237
2021-04-29,88 años,279
2021-04-29,89 años,199
2021-04-29,90 años,178
2021-04-29,91 años,142
2021-04-29,92 años,105
2021-04-29,93 años,68
2021-04-29,94 años,57
2021-04-29,95 años,34
2021-04-29,96 años,32
2021-04-29,97 años,13
2021-04-29,98 años,14
2021-04-29,99 años,8
2021-04-29,107 años,1
2021-04-29,No Definido,17
2021-04-30,16 años,1
2021-04-30,17 años,2
2021-04-30,18 años,652
2021-04-30,19 años,859
2021-04-30,20 años,779
2021-04-30,21 años,826
2021-04-30,22 años,783
2021-04-30,23 años,838
2021-04-30,24 años,803
2021-04-30,25 años,772
2021-04-30,26 años,847
2021-04-30,27 años,849
2021-04-30,28 años,815
2021-04-30,29 años,816
2021-04-30,30 años,860
2021-04-30,31 años,816
2021-04-30,32 años,880
2021-04-30,33 años,860
2021-04-30,34 años,890
2021-04-30,35 años,838
2021-04-30,36 años,855
2021-04-30,37 años,864
2021-04-30,38 años,901
2021-04-30,39 años,873
2021-04-30,40 años,825
2021-04-30,41 años,910
2021-04-30,42 años,992
2021-04-30,43 años,931
2021-04-30,44 años,949
2021-04-30,45 años,946
2021-04-30,46 años,1006
2021-04-30,47 años,911
2021-04-30,48 años,896
2021-04-30,49 años,880
2021-04-30,50 años,488
2021-04-30,51 años,504
2021-04-30,52 años,496
2021-04-30,53 años,484
2021-04-30,54 años,479
2021-04-30,55 años,328
2021-04-30,56 años,338
2021-04-30,57 años,322
2021-04-30,58 años,337
2021-04-30,59 años,328
2021-04-30,60 años,519
2021-04-30,61 años,425
2021-04-30,62 años,391
2021-04-30,63 años,383
2021-04-30,64 años,389
2021-04-30,65 años,372
2021-04-30,66 años,386
2021-04-30,67 años,340
2021-04-30,68 años,341
2021-04-30,69 años,331
2021-04-30,70 años,254
2021-04-30,71 años,857
2021-04-30,72 años,922
2021-04-30,73 años,805
2021-04-30,74 años,769
2021-04-30,75 años,813
2021-04-30,76 años,695
2021-04-30,77 años,677
2021-04-30,78 años,624
2021-04-30,79 años,547
2021-04-30,80 años,548
2021-04-30,81 años,492
2021-04-30,82 años,430
2021-04-30,83 años,351
2021-04-30,84 años,343
2021-04-30,85 años,307
2021-04-30,86 años,279
2021-04-30,87 años,223
2021-04-30,88 años,204
2021-04-30,89 años,178
2021-04-30,90 años,131
2021-04-30,91 años,96
2021-04-30,92 años,93
2021-04-30,93 años,56
2021-04-30,94 años,37
2021-04-30,95 años,41
2021-04-30,96 años,23
2021-04-30,97 años,12
2021-04-30,98 años,10
2021-04-30,99 años,4
2021-04-30,No Definido,6
2021-05-01,19 años,1
2021-05-01,22 años,1
2021-05-01,25 años,1
2021-05-01,26 años,1
2021-05-01,30 años,1
2021-05-01,31 años,2
2021-05-01,33 años,2
2021-05-01,34 años,1
2021-05-01,40 años,1
2021-05-01,43 años,1
2021-05-01,50 años,2
2021-05-01,54 años,1
2021-05-01,57 años,1
2021-05-02,18 años,1
2021-05-02,19 años,3
2021-05-02,20 años,2
2021-05-02,22 años,1
2021-05-02,23 años,3
2021-05-02,25 años,4
2021-05-02,26 años,1
2021-05-02,27 años,2
2021-05-02,29 años,4
2021-05-02,30 años,1
2021-05-02,32 años,2
2021-05-02,33 años,2
2021-05-02,34 años,1
2021-05-02,36 años,2
2021-05-02,38 años,2
2021-05-02,41 años,1
2021-05-02,42 años,1
2021-05-02,43 años,2
2021-05-02,44 años,1
2021-05-02,45 años,1
2021-05-02,46 años,2
2021-05-02,49 años,1
2021-05-02,51 años,15
2021-05-02,52 años,13
2021-05-02,53 años,9
2021-05-02,54 años,11
2021-05-02,55 años,10
2021-05-02,56 años,1
2021-05-02,57 años,5
2021-05-02,58 años,3
2021-05-02,59 años,4
2021-05-02,60 años,7
